"cliente";"cpf_cnpj";"uf";"municipio";"municipio_codigo";"data_da_contratacao";"valor_da_operacao_em_reais";"valor_desembolsado_em_reais";"fonte_de_recurso_desembolsos";"modalidade_de_apoio";"forma_de_apoio";"produto";"instrumento_financeiro";"inovacao";"area_operacional";"setor_cnae";"subsetor_cnae_agrupado";"subsetor_cnae_codigo";"subsetor_cnae_nome";"setor_bndes";"subsetor_bndes";"porte_do_cliente";"natureza_do_cliente";"instituicao_financeira_credenciada";"cnpj_do_agente_financeiro";"situacao_da_operacao"
"METALURGICA SIEMSEN LIMITADA";"**.*83.032/0001-**";" SC";"BRUSQUE";4202909;"01/04/2013";"3.000.000";"3.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2862300";"FAB MAQ EQ INDUSTRIA ALIMENTOS BEBIDAS E FUMO PECAS E ACESSORIOS";"INDUSTRIA";"MECÂNICA";"MÉDIA";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"TUPY S/A";"**.*83.374/0001-**";" SP";"SAO PAULO";3550308;"01/04/2013";"35.000.000";"35.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"TUPY S/A";"**.*83.374/0001-**";" SP";"SAO PAULO";3550308;"01/04/2013";"60.000.000";"60.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2941700";"FAB PECAS E ACESSORIOS P/O SISTEMA MOTOR DE VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"TUPY S/A";"**.*83.374/0001-**";" SP";"SAO PAULO";3550308;"01/04/2013";"25.000.000";"25.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"SAN MARINO ONIBUS LTDA";"**.*85.822/0001-**";" RS";"CAXIAS DO SUL";4305108;"01/04/2013";"4.000.000";"4.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2930100";"FAB DE CABINES, CARROCERIAS E REBOQUES PARA VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"TUPY S/A";"**.*83.374/0001-**";" SC";"JOINVILLE";4209102;"02/04/2013";"20.000.000";"20.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO SAFRA S A";"58.160.789.0001-28";"LIQUIDADA"
"FACCHINI S/A";"**.*09.978/0001-**";" SP";"GUARULHOS";3518800;"03/04/2013";"6.141.300";"6.141.300";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2930100";"FAB DE CABINES, CARROCERIAS E REBOQUES PARA VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO ALFA DE INVESTIMENTO S.A.";"60.770.336.0001-65";"LIQUIDADA"
"SAUR EQUIPAMENTOS S/A";"**.*53.095/0001-**";" RS";"PANAMBI";4313904;"04/04/2013";"5.954.400";"5.954.400";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2822400";"FAB MAQ EQ APARELHOS P/TRANSP E ELEVACAO DE CARGAS E PESSOAS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"ECIL MET TEC LTDA";"**.*66.998/0001-**";" SP";"PIEDADE";3537800;"04/04/2013";"2.774.520";"2.774.520";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2651500";"FAB DE APARELHOS E EQUIPAMENTOS DE MEDIDA TESTE E CONTROLE";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"SULMAQ INDUSTRIAL E COMERCIAL SA";"**.*61.324/0001-**";" RS";"GUAPORE";4309407;"04/04/2013";"3.969.600";"3.969.600";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2862300";"FAB MAQ EQ INDUSTRIA ALIMENTOS BEBIDAS E FUMO PECAS E ACESSORIOS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"MEDABIL SOLUCOES CONSTRUTIVAS S/A";"**.*38.392/0001-**";" RS";"PORTO ALEGRE";4314902;"05/04/2013";"31.161.000";"31.161.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produto de metal";"C2511000";"FABRICACAO DE ESTRUTURAS METALICAS";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A";"**.*47.467/0001-**";" PR";"SAO JOSE DOS PINHAIS";4125506;"09/04/2013";"49.232.500";"49.232.500";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2949200";"FAB PECA ACESSORIO P/VEICULO AUTOMOTOR NAO ESPECI ANTERIORMENTE";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"KEPLER WEBER INDUSTRIAL S/A";"**.*88.940/0001-**";" RS";"PANAMBI";4313904;"09/04/2013";"12.500.000";"12.500.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2833000";"FAB MAQ EQ P/AGRIC E PECUARIA PECA ACESS EXCETO PARA IRRIGACAO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"KSB BRASIL LTDA.";"**.*80.873/0001-**";" SP";"VARZEA PAULISTA";3556503;"09/04/2013";"31.161.000";"31.161.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2812700";"FAB EQ HIDRAULICO PNEUMATICO PECA E ACESSORIO EXCETO VALVULAS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"WHB FUNDICAO S/A";"**.*61.681/0001-**";" PR";"CURITIBA";4106902;"10/04/2013";"20.000.000";"20.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2941700";"FAB PECAS E ACESSORIOS P/O SISTEMA MOTOR DE VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"JOHN DEERE BRASIL LTDA";"**.*74.782/0001-**";" RS";"HORIZONTINA";4309605;"10/04/2013";"50.000.000";"50.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2833000";"FAB MAQ EQ P/AGRIC E PECUARIA PECA ACESS EXCETO PARA IRRIGACAO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"KEPLER WEBER INDUSTRIAL S/A";"**.*88.940/0001-**";" RS";"PANAMBI";4313904;"10/04/2013";"12.500.000";"12.500.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2833000";"FAB MAQ EQ P/AGRIC E PECUARIA PECA ACESS EXCETO PARA IRRIGACAO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"INDUSTRIAS TEXTEIS NAJAR S/A";"**.*37.064/0001-**";" SP";"AMERICANA";3501608;"11/04/2013";"744.788";"744.788";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES REVITALIZA";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1359600";"FABRICACAO OUTROS PROD TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"MÉDIA";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"FRAS-LE SA";"**.*10.126/0001-**";" RS";"CAXIAS DO SUL";4305108;"12/04/2013";"50.000.000";"50.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2943300";"FAB PECA ACESSORIO P/O SISTEMA DE FREIOS DE VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"GELOPAR REFRIGERACAO PARANAENSE LTDA";"**.*09.074/0001-**";" PR";"ARAUCARIA";4101804;"12/04/2013";"5.945.400";"5.945.400";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2823200";"FAB MAQ APARELHO REFRIG VENTIL P/USO INDAL E COMAL PECA ACESS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"FLEXIBRAS TUBOS FLEXIVEIS LTDA";"**.*10.529/0001-**";" ES";"VITORIA";3205309;"12/04/2013";"100.000.000";"100.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Borracha e plástico";"C2229300";"FAB ARTEFATOS MATERIAL PLASTICO NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"FLEXIBRAS TUBOS FLEXIVEIS LTDA";"**.*10.529/0001-**";" ES";"VITORIA";3205309;"12/04/2013";"100.000.000";"100.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Borracha e plástico";"C2229300";"FAB ARTEFATOS MATERIAL PLASTICO NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"H. KUNTZLER & CIA. LTDA.";"**.*38.711/0001-**";" RS";"DOIS IRMAOS";4306403;"12/04/2013";"3.005.250";"3.005.250";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES REVITALIZA";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2949200";"FAB PECA ACESSORIO P/VEICULO AUTOMOTOR NAO ESPECI ANTERIORMENTE";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"MENEGOTTI INDUSTRIAS METALURGICAS LTDA";"**.*31.154/0001-**";" SC";"JARAGUA DO SUL";4208906;"15/04/2013";"9.821.000";"9.821.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2869100";"FAB MAQ EQUIP USO INDAL ESPEC NAO ESPECI ANTERIOR PECA ACESS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"EMBRAER S.A.";"**.*89.002/0001-**";" SP";"BOTUCATU";3507506;"15/04/2013";"50.000.000";"50.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Outros equip transporte";"C3041500";"FABRICACAO DE AERONAVES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"EMBRAER S.A.";"**.*89.002/0001-**";" SP";"BOTUCATU";3507506;"15/04/2013";"50.000.000";"50.000.000";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Outros equip transporte";"C3041500";"FABRICACAO DE AERONAVES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA";"**.*00.246/0001-**";" SP";"AMERICANA";3501608;"16/04/2013";"10.000.000";"10.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Borracha e plástico";"C2211100";"FABRICACAO DE PNEUMATICOS E DE CAMARAS-DE-AR";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"LIGHTERA LATAM S.A.";"**.*75.690/0001-**";" PR";"CURITIBA";4106902;"16/04/2013";"13.000.000";"13.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máq, aparelho eletrico";"C2733300";"FABRICACAO DE FIOS, CABOS E CONDUTORES ELETRICOS ISOLADOS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"GNATUS EQUIPAMENTOS MEDICO ODONTOLOGICOS S/A";"**.*15.119/0001-**";" SP";"RIBEIRAO PRETO";3543402;"16/04/2013";"5.000.000";"5.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2600000";"FABRICACAO EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OP";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"INDUSTRIA DE CALCADOS WEST COAST LTDA";"**.*38.712/0001-**";" RS";"IVOTI";4310801;"16/04/2013";"1.000.000";"1.000.000";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES REVITALIZA";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Couro, artefato e calçado";"C1531900";"FABRICACAO DE CALCADOS DE COURO";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"FEZER INDUSTRIA MECANICA LTDA.";"**.*56.960/0001-**";" SC";"CACADOR";4203006;"16/04/2013";"570.517";"570.517";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2829199";"FAB OUTRAS MAQ EQ DE USO GERAL NAO ESPECI ANTERIOR PECA ACESS";"INDUSTRIA";"MECÂNICA";"MÉDIA";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"MAQUINAS SANMARTIN LTDA";"**.*86.672/0001-**";" RS";"CAXIAS DO SUL";4305108;"16/04/2013";"6.000.000";"6.000.000";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"COMERCIO E SERVICOS";"Água, esgoto e lixo";"E3830000";"RECUPERACAO DE MATERIAIS";"COMERCIO/SERVICOS";"COMÉRCIO E SERVIÇOS";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"COMIL ONIBUS S.A. - EM RECUPERACAO JUDICIAL";"**.*40.956/0001-**";" RS";"ERECHIM";4307005;"16/04/2013";"19.451.040";"19.451.040";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2930100";"FAB DE CABINES, CARROCERIAS E REBOQUES PARA VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA";"**.*65.222/0001-**";" SP";"SAO PAULO";3550308;"17/04/2013";"10.650.000";"10.650.000";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES REVITALIZA";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1313800";"FIACAO DE FIBRAS ARTIFICIAIS E SINTETICAS";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"AGRALE SOCIEDADE ANONIMA";"**.*10.324/0001-**";" RS";"CAXIAS DO SUL";4305108;"17/04/2013";"10.000.000";"10.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2831300";"FABRICACAO DE TRATORES AGRICOLAS, PECAS E ACESSORIOS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO PINE S/A";"62.144.175.0001-20";"LIQUIDADA"
"ZF AUTOMOTIVE BRASIL LTDA.";"**.*57.349/0001-**";" SP";"LIMEIRA";3526902;"17/04/2013";"29.623.500";"29.623.500";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2943300";"FAB PECA ACESSORIO P/O SISTEMA DE FREIOS DE VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO BNP PARIBAS BRASIL S.A.";"01.522.368.0001-82";"LIQUIDADA"
"ICEFRUIT INDUSTRIA E COMERCIO DE ALIMENTOS LTDA";"**.*59.524/0001-**";" SP";"TATUI";3554003;"17/04/2013";"510.000";"510.000";"RECURSOS LIVRES - PRÓPRIOS";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES REVITALIZA";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1033300";"FABRICACAO DE SUCOS DE FRUTAS, HORTALICAS E LEGUMES";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"SAN MARINO ONIBUS LTDA";"**.*85.822/0001-**";" RS";"CAXIAS DO SUL";4305108;"18/04/2013";"3.000.000";"3.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2930100";"FAB DE CABINES, CARROCERIAS E REBOQUES PARA VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO PINE S/A";"62.144.175.0001-20";"LIQUIDADA"
"PEUGEOT-CITROEN DO BRASIL AUTOMOVEIS LTDA";"**.*05.936/0001-**";" RJ";"PORTO REAL";3304110;"18/04/2013";"10.000.000";"10.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2910700";"FABRICACAO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO J. SAFRA S.A";"03.017.677.0001-20";"LIQUIDADA"
