"cliente";"cpf_cnpj";"uf";"municipio";"municipio_codigo";"data_da_contratacao";"valor_da_operacao_em_reais";"valor_desembolsado_em_reais";"fonte_de_recurso_desembolsos";"modalidade_de_apoio";"forma_de_apoio";"produto";"instrumento_financeiro";"inovacao";"area_operacional";"setor_cnae";"subsetor_cnae_agrupado";"subsetor_cnae_codigo";"subsetor_cnae_nome";"setor_bndes";"subsetor_bndes";"porte_do_cliente";"natureza_do_cliente";"instituicao_financeira_credenciada";"cnpj_do_agente_financeiro";"situacao_da_operacao"
"TECUMSEH DO BRASIL LTDA";"**.*61.425/0001-**";" SP";"SAO CARLOS";3548906;"08/10/2009";"5.278.500";"5.278.500";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2814300";"FABRICACAO DE COMPRESSORES";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO DAYCOVAL S.A.";"62.232.889.0001-90";"LIQUIDADA"
"TECUMSEH DO BRASIL LTDA";"**.*61.425/0001-**";" SP";"SAO CARLOS";3548906;"08/10/2009";"3.519.000";"3.519.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2814300";"FABRICACAO DE COMPRESSORES";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO CREFISA S.A.";"61.033.106.0001-86";"LIQUIDADA"
"SOPRANO INDUSTRIA ELETROMETALURGICA LTDA";"**.*34.977/0001-**";" RS";"FARROUPILHA";4307906;"08/10/2009";"10.000.000";"10.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produto de metal";"C2532201";"PRODUCAO DE ARTEFATOS ESTAMPADOS DE METAL";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"SOCIEDADE PAULISTA TUBOS FLEXIVEIS LTDA.";"**.*71.993/0001-**";" SP";"SAO PAULO";3550308;"09/10/2009";"435.300";"435.300";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produto de metal";"C2599300";"FABRICACAO DE PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE";"INDUSTRIA";"METALURGIA E PRODUTOS";"MÉDIA";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"TUPY S/A";"**.*83.374/0001-**";" SP";"SAO PAULO";3550308;"09/10/2009";"20.000.000";"20.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.";"34.111.187.0001-12";"LIQUIDADA"
"MAQUINAS SANMARTIN LTDA";"**.*86.672/0001-**";" RS";"CAXIAS DO SUL";4305108;"13/10/2009";"3.477.800";"3.477.800";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2862300";"FAB MAQ EQ INDUSTRIA ALIMENTOS BEBIDAS E FUMO PECAS E ACESSORIOS";"INDUSTRIA";"MECÂNICA";"MÉDIA";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"LG ELECTRONICS DO BRASIL LTDA";"**.*66.372/0001-**";" SP";"TAUBATE";3554102;"14/10/2009";"13.838.400";"13.838.400";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2622100";"FABRICACAO DE PERIFERICOS PARA EQUIPAMENTOS DE INFORMATICA";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO ALFA DE INVESTIMENTO S.A.";"60.770.336.0001-65";"LIQUIDADA"
"LG ELECTRONICS DO BRASIL LTDA";"**.*66.372/0001-**";" SP";"TAUBATE";3554102;"15/10/2009";"13.679.200";"13.679.200";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2622100";"FABRICACAO DE PERIFERICOS PARA EQUIPAMENTOS DE INFORMATICA";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO ABC BRASIL S.A.";"28.195.667.0001-06";"LIQUIDADA"
"VERDES MAQUINAS E INSTALACOES LTDA";"**.*70.283/0001-**";" SP";"ITU";3523909;"19/10/2009";"1.800.000";"1.800.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2869100";"FAB MAQ EQUIP USO INDAL ESPEC NAO ESPECI ANTERIOR PECA ACESS";"INDUSTRIA";"MECÂNICA";"MÉDIA";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"COMIL ONIBUS S.A. - EM RECUPERACAO JUDICIAL";"**.*40.956/0001-**";" RS";"ERECHIM";4307005;"20/10/2009";"6.030.000";"6.030.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2930100";"FAB DE CABINES, CARROCERIAS E REBOQUES PARA VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"FGF - FUNDICAO GLOBAL FOUNDRY DE ACO INOXIDAVEL LTDA.";"**.*39.637/0001-**";" SP";"ITAQUAQUECETUBA";3523107;"20/10/2009";"4.967.700";"4.967.700";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"LOUIS DREYFUS COMPANY BRASIL S.A.";"**.*67.525/0001-**";" SP";"SAO PAULO";3550308;"20/10/2009";"10.000.000";"10.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1041400";"FABRICACAO DE OLEOS VEGETAIS EM BRUTO, EXCETO OLEO DE MILHO";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO ABC BRASIL S.A.";"28.195.667.0001-06";"LIQUIDADA"
"LOUIS DREYFUS COMPANY BRASIL S.A.";"**.*67.525/0001-**";" SP";"SAO PAULO";3550308;"20/10/2009";"10.000.000";"10.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1041400";"FABRICACAO DE OLEOS VEGETAIS EM BRUTO, EXCETO OLEO DE MILHO";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO ABC BRASIL S.A.";"28.195.667.0001-06";"LIQUIDADA"
"TECUMSEH DO BRASIL LTDA";"**.*61.425/0001-**";" SP";"SAO CARLOS";3548906;"21/10/2009";"4.139.140";"4.139.140";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2814300";"FABRICACAO DE COMPRESSORES";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO ABC BRASIL S.A.";"28.195.667.0001-06";"LIQUIDADA"
"VENTUROSO, VALENTINI & CIA LTDA";"**.*50.115/0001-**";" SP";"SAO JOAQUIM DA BARRA";3549409;"21/10/2009";"2.000.000";"2.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2815100";"FABRICACAO DE EQUIPAMENTOS DE TRANSMISSAO PARA FINS INDUSTRIAIS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"TECUMSEH DO BRASIL LTDA";"**.*61.425/0001-**";" SP";"SAO CARLOS";3548906;"21/10/2009";"4.362.500";"4.362.500";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2814300";"FABRICACAO DE COMPRESSORES";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO ABC BRASIL S.A.";"28.195.667.0001-06";"LIQUIDADA"
"PRENSAS SCHULER S A";"**.*68.342/0001-**";" SP";"DIADEMA";3513801;"22/10/2009";"2.990.209";"2.990.209";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2869100";"FAB MAQ EQUIP USO INDAL ESPEC NAO ESPECI ANTERIOR PECA ACESS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO CREFISA S.A.";"61.033.106.0001-86";"LIQUIDADA"
"KARSTEN S/A";"**.*40.558/0001-**";" SC";"BLUMENAU";4202404;"22/10/2009";"6.452.800";"6.452.800";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Têxtil";"C1351100";"FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO";"INDUSTRIA";"TÊXTIL E VESTUÁRIO";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"SEW-EURODRIVE BRASIL LTDA";"**.*81.018/0001-**";" SP";"GUARULHOS";3518800;"22/10/2009";"2.622.990";"2.622.990";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2815100";"FABRICACAO DE EQUIPAMENTOS DE TRANSMISSAO PARA FINS INDUSTRIAIS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A";"**.*04.556/0001-**";" PE";"RECIFE";2611606;"22/10/2009";"10.464.000";"10.464.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos Alimentícios";"C1033300";"FABRICACAO DE SUCOS DE FRUTAS, HORTALICAS E LEGUMES";"INDUSTRIA";"ALIMENTO E BEBIDA";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"CASP INDUSTRIA E COMERCIO LTDA";"**.*06.043/0001-**";" SP";"AMPARO";3501905;"22/10/2009";"1.744.000";"1.744.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2833000";"FAB MAQ EQ P/AGRIC E PECUARIA PECA ACESS EXCETO PARA IRRIGACAO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO SANTANDER (BRASIL) S.A.";"90.400.888.0001-42";"LIQUIDADA"
"KARCHER INDUSTRIA E COMERCIO LIMITADA";"**.*10.960/0001-**";" SP";"PAULINIA";3536505;"22/10/2009";"5.245.980";"5.245.980";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2829199";"FAB OUTRAS MAQ EQ DE USO GERAL NAO ESPECI ANTERIOR PECA ACESS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"NIPRO MEDICAL LTDA";"**.*62.455/0001-**";" SP";"SOROCABA";3552205;"27/10/2009";"3.000.000";"3.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos diversos";"C3250700";"FAB INSTRUMENTOS E MATERIAIS P/MEDICO ODONTOLOGICO E ART OPTICOS";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"G PANIZ INDUSTRIA DE EQUIPAMENTOS PARA ALIMENTACAO LTDA";"**.*71.833/0001-**";" RS";"CAXIAS DO SUL";4305108;"27/10/2009";"514.710";"514.710";"RECURSOS LIVRES - FAT";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2862300";"FAB MAQ EQ INDUSTRIA ALIMENTOS BEBIDAS E FUMO PECAS E ACESSORIOS";"INDUSTRIA";"MECÂNICA";"MÉDIA";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"IRIZAR BRASIL LTDA.";"**.*01.582/0001-**";" SP";"BOTUCATU";3507506;"27/10/2009";"4.803.960";"4.803.960";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Veículo, reboque e carroceria";"C2930100";"FAB DE CABINES, CARROCERIAS E REBOQUES PARA VEICULOS AUTOMOTORES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"INDEX TORNOS AUTOMATICOS INDUSTRIA E COMERCIO LTDA";"**.*40.511/0001-**";" SP";"SOROCABA";3552205;"27/10/2009";"3.000.000";"3.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2840200";"FABRICACAO DE MAQUINAS-FERRAMENTA, PECAS E ACESSORIOS";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"OLIDEF CZ IND E COM DE APARELHOS HOSPITALARES LTDA";"**.*83.274/0001-**";" SP";"RIBEIRAO PRETO";3543402;"28/10/2009";"1.000.000";"1.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos diversos";"C3250700";"FAB INSTRUMENTOS E MATERIAIS P/MEDICO ODONTOLOGICO E ART OPTICOS";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO DO BRASIL SA";"00.000.000.0001-91";"LIQUIDADA"
"ACOS VILLARES S/A.";"**.*64.810/0001-**";" SP";"SAO PAULO";3550308;"29/10/2009";"150.000.000";"150.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"ITAU UNIBANCO S.A.";"60.701.190.0001-04";"LIQUIDADA"
"ACOS VILLARES S/A.";"**.*64.810/0001-**";" SP";"SAO PAULO";3550308;"29/10/2009";"75.000.000";"75.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"KIRTON BANK S.A. - BANCO MULTIPLO";"01.701.201.0001-89";"LIQUIDADA"
"STEMAC SA GRUPOS GERADORES EM RECUPERACAO JUDICIAL";"**.*53.268/0001-**";" RS";"PORTO ALEGRE";4314902;"29/10/2009";"8.500.000";"8.500.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máq, aparelho eletrico";"C2731700";"FAB APARELHOS EQUIP P/DISTRIBUICAO CONTROLE DE ENERGIA ELETRICA";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO ABC BRASIL S.A.";"28.195.667.0001-06";"LIQUIDADA"
"ACOS VILLARES S/A.";"**.*64.810/0001-**";" SP";"SAO PAULO";3550308;"29/10/2009";"75.000.000";"75.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Metalurgia";"C2451200";"FUNDICAO DE FERRO E ACO";"INDUSTRIA";"METALURGIA E PRODUTOS";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"DIGICON S A CONTROLE ELETRONICO PARA MECANICA";"**.*20.102/0001-**";" RS";"GRAVATAI";4309209;"30/10/2009";"8.000.000";"8.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2651500";"FAB DE APARELHOS E EQUIPAMENTOS DE MEDIDA TESTE E CONTROLE";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"PERTO S A PERIFERICOS PARA AUTOMACAO";"**.*80.035/0001-**";" RS";"GRAVATAI";4309209;"30/10/2009";"12.000.000";"12.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2622100";"FABRICACAO DE PERIFERICOS PARA EQUIPAMENTOS DE INFORMATICA";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"AGUIA SISTEMAS DE ARMAZENAGEM LTDA";"**.*75.137/0001-**";" PR";"PONTA GROSSA";4119905;"30/10/2009";"1.743.600";"1.743.600";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Móveis";"C3102100";"FABRICACAO DE MOVEIS COM PREDOMINANCIA DE METAL";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"MENTA MAQUINAS AGRICOLAS LTDA.";"**.*76.249/0001-**";" SP";"CAJURU";3509403;"30/10/2009";"600.000";"600.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2822400";"FAB MAQ EQ APARELHOS P/TRANSP E ELEVACAO DE CARGAS E PESSOAS";"INDUSTRIA";"MECÂNICA";"MÉDIA";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
"DAY BRASIL S/A";"**.*27.943/0001-**";" SP";"SAO PAULO";3550308;"03/11/2009";"4.360.000";"4.360.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Produtos diversos";"C3290000";"FABRICACAO DE PRODUTOS DIVERSOS";"INDUSTRIA";"OUTRAS";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"KEPLER WEBER INDUSTRIAL S/A";"**.*88.940/0001-**";" RS";"PANAMBI";4313904;"03/11/2009";"6.000.000";"6.000.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"PSI - Exportação de Bens de Capital";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Máquinas e equipamentos";"C2833000";"FAB MAQ EQ P/AGRIC E PECUARIA PECA ACESS EXCETO PARA IRRIGACAO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO FIBRA SA";"58.616.418.0001-08";"LIQUIDADA"
"LG ELECTRONICS DO BRASIL LTDA";"**.*66.372/0001-**";" SP";"TAUBATE";3554102;"03/11/2009";"13.952.000";"13.952.000";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Equip info, eletronico, ótico";"C2632900";"FAB APARELHOS TELEFONICOS E OUT EQUIP COMUNICACAO PECA ACESSORIO";"INDUSTRIA";"MECÂNICA";"GRANDE";"PRIVADA";"BANCO BRADESCO S.A.";"60.746.948.0001-12";"LIQUIDADA"
"AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A";"**.*99.436/0001-**";" SP";"CRUZEIRO";3513405;"04/11/2009";"50.653.440";"50.653.440";"RECURSOS LIVRES - TESOURO";"REEMBOLSÁVEL";"INDIRETA";"BNDES EXIM PRÉ-EMBARQUE";"BNDES EXIM PRÉ-EMBARQUE";"NÃO";"AREA DE COMÉRCIO EXTERIOR";"INDUSTRIA DE TRANSFORMAÇÃO";"Outros equip transporte";"C3031800";"FABRICACAO DE LOCOMOTIVAS, VAGOES E OUTROS MATERIAIS RODANTES";"INDUSTRIA";"MATERIAL DE TRANSPORTE";"GRANDE";"PRIVADA";"BANCO VOTORANTIM S.A.";"59.588.111.0001-03";"LIQUIDADA"
